text,label
<user> babe i'm negative sorry moonshiner positive better show watch ... i'm really negative sorry say,pos
cannot wait finish exam,neg
sunpentown positive healthy swing machine - white / purple ( medium sunpentown swing machine swivel disc provides ... <url>,neg
<hashtag> truth ! rt <user> <user> <user> positive appreciate sophistication,pos
boy curly hair > > > ( (,pos
feel today ... idk <hashtag> negative sad,neg
"<user> aw positive happy birthday lew ! hope you've positive fantastic day , time grow methinks <<x>>",pos
"<user> two jager negative bomb , cheeky vimto fishbowl two glassful positive woo positive woo . needed though",neg
<user> couldn't bigger <user> ' one,pos
sometimes miqht start fiqht know qon end <<of>> > > <hashtag> makeup sex !,pos
<user> <user> whole site's quite positive cute positive fair . portfolio,pos
<user> surely need remix track - that's said !,pos
<user> african american,pos
thing smoking <number> body,pos
<number> week left ...,pos
g bhar k rone aaj mje usmani <number> hi larki ka number tha . jo jume ka bayan sun kr jazbat delet kr dya < ' - ' ) ) ) > / / <number>,neg
"<user> sound negative difficult . go positive work , ... yippie ... :-/ :-d",neg
<user> <user> <user> yikes ? negative bad,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
please merem,neg
<user> ur positive welcome <emphasis> soon,pos
"it's negative sin i'm really negative fussy gf brother law , we're spending whole day tomorrow ... boo",neg
oh ya got new number guy direct message ask mine,pos
<user> negative sad time ordered pink chino btw . pumped :d,neg
<user> <user> luongo <number> year left contract . that's lot sulking look forward made,pos
<number> positive lovely person go follow <user> ! she's <number> <number> !,pos
"visionmount <number> "" universal flat panel mount - black ( <number> "" - <number> "" screen mf110 - b1 visionmount mf110 ... <url>",neg
"<user> naah , you're much positive better i'll ever",pos
<user> reading tweet positive great book make negative sad cause im going negative miss <hashtag> visit me,neg
<user> <user> following <hashtag> positive love,pos
lyric book : complete lyric <number> song tin negative pan alley today ( paperback positive exciting new b ... <url>,neg
positive love kebab meat garlic mayo ... negative hate breath reaks !,neg
rhett negative cry melanie ... get time <hashtag> gw tw,neg
baby bus <url>,pos
"22x27 custom picture frame / poster frame <number> "" wide complete honey pecan wood frame (8 <number> frame manu ... <url>",neg
"07x36 custom picture frame / poster frame <number> "" wide complete black frame ( <number> 0bk frame manufactured ... <url>",neg
<user> ur thou,neg
"<user> yes , youll see manana",pos
"another negative embarrassing day till , negative gullible ?",neg
<user> atleast wake still ahead everyone class,pos
make tissue paper cause da negative <<shit>>,pos
hobbit official trailer ! i'm positive excited movie ! <url>,pos
"maybe music composer , it's thing get full mark (",neg
"<user> know , unfair x",neg
"maggi chicken noodle / soup - <number> , <number> ounce unit ( pack <number> <url>",neg
"<hashtag> montreal positive free nightstand desk companion ikea ( montreal it's ikea , it's positive perfect state , i'm ... <url>",neg
belong,pos
<user> that's negative sad,neg
alone night i'm going positive like tomorrow negative fuck,neg
havin positive good night girl <emphasis> <user> <user> <user> <hashtag> hannah waite <hashtag> chan ice kett <hashtag> annie murdoch <hashtag> lucy young,pos
""" <user> clementine positive great & , wish chocolate covered donut positive good """,neg
<user> thanks hun x,pos
<user> sign music video ... positive free haha xx,pos
awk dog negative struggle stair make negative sad,neg
<user> that's negative sad,neg
<user> de santiago,pos
<user> cuz hiding baby <<bo>> ! = = > >,neg
<url>,neg
negative refusing acknowledge g-word big second semester senior . <hashtag> t m tsm u avoid convo !,neg
<user> thanks following ... please make shoutout ... need many follower ... please,neg
today saddest day imma try lil positive happy,neg
<user> hahahahah smh positive trust cuhh stay ya cornbread eat middle night lol eat late equal get thick,pos
eye negative hurt think i'm negative tired,neg
even night people often want eat,pos
fly away rt <user> yes :p rt <user> midsem 6pm today ! positive fair ?,neg
<user> one stay,neg
<user> alright negative boring,neg
one <user>,pos
<hashtag> you get point if make forget world outside,pos
one select positive better ' dil tute aashiq song ' car driver :p ' ek aisi ladki thi ' seems positive top,pos
get <number> follower tonight :d i'm positive nice . you'll positive like tweet . i'll try positive best,pos
"catch paranormal fact tonight 8p est ! tune-in join chat room , ! <url>",pos
feel negative sick . bite chocolate,neg
deadliest negative lie : israel lobby negative myth jewish control ( hardcover representative jewis ... <url>,neg
"talk lol rt <user> take chili , get ice cream & & gummy worm , movie & & i'll know it's real <user>",pos
<user> sending 2morrow <url>,pos
"anthony briggs : positive good thing cam asian , cu asian girl betterr : positive better ? : cook = wife as !",pos
can't find nohweres <hashtag> goddamn it,neg
bioeconomic modelling valuation exploited marine ecosystem ( economy & environment book offer ... <url>,neg
"went lot negative shit together , time move another phone haha <url>",neg
whats point knowing fishtail can't <hashtag> discouraged,neg
negative sad face,neg
<user> what's negative wrong ? ill negative kill negative bitch,neg
<user> <<no>> mean stop seeing soon make xx,neg
<user> ? going <hashtag> tw tupi poh ke ? negative miss bila nak negative hang ?,neg
<user> yeah it's negative sad <<x>>,neg
"<user> need horan positive hug . negative fever , negative bad cough , negative ache everywhere",neg
<user> <user> ab jaeyay werna meeting khatam hi hojaeygi baaqi ki buttering baad may karaygay negative hum sab,pos
<user> thnx mate positive appreciate <hashtag> negative goon er power,pos
<user> lol <emphasis> ikr <emphasis> nv met kind,neg
sometimes positive hug need make feel positive better .,pos
<user> <<yes>> bet move positive like moved england - . -,pos
a690 negative madness there snow rain positive hail flood appears negative bad accident ahead fml . <emphasis> <hashtag> what the negative fuck,neg
"special : white oval platter , <number> "" ( <number> item <hashtag>  : <number> . special order item customer also search : di ... <url>",neg
<user> thanks follow <hashtag> team follow back,pos
i'm coming i'm going positive clearly . <user>,pos
<user> need get together sometime !,pos
nf brother gf <user> follow back,pos
<user>,pos
"parent ! positive nice kid , , one choose nursing home go .",pos
pepper cheese fry <user>,pos
<number> minute today already way positive better yesterday <hashtag> over analyzer,pos
<user> follow back i'm <user> following made new twitter account follow back !,pos
<user> tuna mayo mixed pepper sandwich positive good old sit,pos
<user> look really positive pretty,pos
"also , name team ' power ranger ' ... take back childhood xx",pos
"carrier negative dust ( audio cd musically "" carrier negative dust "" negative instable stream extremity tend gather ... <url>",neg
<user> whinge whinge whinge,pos
<user> <user> <user> y'all make road trip & come get friday join !,pos
"sweetest girl ever met , get negative bad side negative hell negative break negative loose",pos
"<user> haha positive well thanks believing lol positive love hash tag , tapping frog negative <<cruel>> <hashtag> rspca",pos
<user> im gonna awake awhile lol,neg
maple brown sugar oatmeal blackberry ) yummy ... positive healthy .,pos
negative fear partially tiled roof,neg
"battery sony handycam dsr-pd 170p ( <number> mah , denaq capacity : <<60mah>> voltage : <number> v positive compatible part : np-f <number> ... <url>",neg
"time get really , really negative sad people ! opening night tomorrow .",pos
<user> <user> potato . yala ~ negative tired argue alrd,neg
<user> aww thanks babe i'm trying mwa !,pos
<user> jamming negative bored though ... positive fun studio positive beautiful :d please follow gareth ?,pos
<user> hm ... you're alone lol . i've trying since yesterdayi hope negative problem fixed soon ...,pos
"isn't negative strange call "" past "" keep thinking every second <emphasis>",neg
"<user> yep , positive love . positive good man , hold !",pos
<user> come boy ! follow give shoutout please,pos
<user> what's happened ? <<x>>,neg
""" <user> shut kiss new video <url> <user>",pos
<user> negative shit ! go ask <number> noodle,neg
<user> <<sory>> <emphasis> said saturn r <emphasis> choice ! d:,neg
<user> didn't make thing negative awkward ... haha,pos
"emeli sande - kind positive love , song positive beautiful",neg
"<user> you're still , ay ? one day . maybe . , probably .",pos
therapy hour,pos
<user> girl point view wouldn't mind someone serf coffee,pos
<user> <user> <user> <user> <user> one didn't asked :p lol leo damm <hashtag> caught lol,neg
bought sister birthday <hashtag> positive love you <url>,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
panasonic rp-hje <number> w positive high-quality stereo earbud headphone replacement earpads ( white high quality sound ... <url>,neg
create iphone ipad app ( social networking need iphone programmer program app . it's social n ... <url>,neg
<user> negative downside take two evening,neg
paper poster printed <number> x <number> stock . vache enragee ( roughing image one collection vintage ar ... <url>,neg
"waiting aphrodite : journey time bone ( paperback "" human minority giant , stu ... <url>",neg
"negative unknown : grade ? : grade <number> negative unknown : ohh , positive pretty : : "" >",pos
